epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
32,0.6383652687072754,0.0010000000474974513,0.9379189014434814,0.6089813709259033,1.0713753700256348
33,0.6376699805259705,0.0010000000474974513,0.9414907693862915,0.5934282541275024,1.1148751974105835
34,0.6431551575660706,0.0010000000474974513,0.9359150528907776,0.6234391927719116,1.021225094795227
35,0.6451637744903564,0.0010000000474974513,0.9294743537902832,0.6201533675193787,1.0390487909317017
36,0.6478291153907776,0.0010000000474974513,0.9207327365875244,0.6089813709259033,1.0824460983276367
37,0.6467089056968689,0.0010000000474974513,0.9219262003898621,0.6269441246986389,0.9998272657394409
38,0.6484471559524536,0.0010000000474974513,0.9166640639305115,0.6100766658782959,1.0483226776123047
39,0.6481767892837524,0.0010000000474974513,0.9151865839958191,0.6258488297462463,0.9942593574523926
40,0.6530438661575317,0.0010000000474974513,0.9034285545349121,0.6269441246986389,1.0187302827835083
41,0.6553229093551636,0.0010000000474974513,0.8974227905273438,0.6194961667060852,1.0468924045562744
42,0.6528507471084595,0.0010000000474974513,0.9026840329170227,0.6238773465156555,0.9957860112190247
43,0.660499095916748,0.0010000000474974513,0.8900307416915894,0.6175246238708496,1.0373365879058838
44,0.6625077128410339,0.0010000000474974513,0.8784533739089966,0.6249726414680481,1.0151575803756714
45,0.6622759699821472,0.0010000000474974513,0.8824508786201477,0.5967141389846802,1.1924858093261719
46,0.6702333092689514,0.0005000000237487257,0.8470185399055481,0.6348302364349365,0.9827958345413208
47,0.6792336106300354,0.0005000000237487257,0.8304583430290222,0.6403066515922546,0.9733878970146179
48,0.6766068935394287,0.0005000000237487257,0.8294561505317688,0.6409638524055481,0.9788146018981934
49,0.6795040369033813,0.0005000000237487257,0.818484365940094,0.6383351683616638,0.9838130474090576
50,0.6842166185379028,0.0005000000237487257,0.8140559792518616,0.6418401002883911,0.9789299964904785
51,0.68062424659729,0.0005000000237487257,0.8134151697158813,0.6370208263397217,0.9977181553840637
52,0.6861480474472046,0.0005000000237487257,0.8075752258300781,0.646440327167511,0.9587475657463074
53,0.6869205832481384,0.0005000000237487257,0.8071842193603516,0.6407448053359985,0.959452211856842
54,0.6907833814620972,0.0005000000237487257,0.8024129271507263,0.645564079284668,0.9517942070960999
55,0.6884270906448364,0.0005000000237487257,0.8025807738304138,0.6495071053504944,0.9407126307487488
56,0.692173957824707,0.0005000000237487257,0.7911350727081299,0.658269464969635,0.9622406363487244
57,0.6910151243209839,0.0005000000237487257,0.7891335487365723,0.6457831263542175,0.9577398896217346
58,0.6922512650489807,0.0005000000237487257,0.7859355211257935,0.6538882851600647,0.950813889503479
59,0.6941440105438232,0.0005000000237487257,0.7859165668487549,0.6543263792991638,0.9435936212539673
